建築物名稱,轄管分局,地址_縣市別代碼,地址_行政區域代碼,里別,地址_鄰,地址_路,地址_非路,地址_街,地址_段,地址_巷,地址_弄,地址_衖,地址_號,地址_之號,地址_樓,地址_其他,地下樓層數,可容納人數,緯度,經度,備註
"桃園市政府警察局
龜山分局龜山派出所",龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,931,N/A,N/A,N/A,1,303,24.995264,121.338647,N/A
透天,龜山分局,68000,68000070,龜山里,0,中和南路,N/A,N/A,N/A,94,N/A,N/A,1,N/A,N/A,N/A,1,188,24.99476,121.33767,N/A
龜山國小,龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,933,N/A,N/A,14,N/A,N/A,N/A,1,544,24.994058,121.338879,N/A
透天,龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,662,N/A,N/A,N/A,1,879,24.999014,121.345455,N/A
香檳社區(A區),龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,628,N/A,N/A,19,N/A,N/A,N/A,1、2,669,25.001682,121.3633,N/A
香檳社區(B區),龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,606,1,N/A,22,N/A,N/A,N/A,1、2,500,25.000947,121.34729,N/A
工廠,龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,606,1,N/A,7,N/A,N/A,N/A,1、2,121,24.992545,121.325079,N/A
私人住宅大樓,龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,606,1,N/A,22,N/A,N/A,N/A,1、2,981,25.00058,121.346609,N/A
工廠(太友工程),龜山分局,68000,68000070,嶺頂里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,1671,N/A,N/A,N/A,1,423,25.003796,121.368466,N/A
工廠,龜山分局,68000,68000070,楓福里,0,長壽路,N/A,N/A,N/A,N/A,N/A,N/A,86,N/A,N/A,N/A,1,2535,25.001985,121.344994,N/A
皇家豪景社區大樓,龜山分局,68000,68000070,楓樹里,0,光榮路,N/A,N/A,N/A,11,N/A,N/A,18,N/A,N/A,N/A,1、2,324,25.007142,121.342491,N/A
工廠,龜山分局,68000,68000070,楓福里,0,自強北路,N/A,N/A,N/A,17,N/A,N/A,33,N/A,N/A,N/A,1,213,25.024107,121.340744,N/A
工廠,龜山分局,68000,68000070,福源里,0,海萍路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,145,24.983626,121.344934,N/A
工廠,龜山分局,68000,68000070,福源里,0,海萍路,N/A,N/A,N/A,N/A,N/A,N/A,10,N/A,N/A,N/A,1,34,24.980921,121.344786,N/A
透天,龜山分局,68000,68000070,福源里,0,海萍路,N/A,N/A,N/A,6,N/A,N/A,7,N/A,N/A,N/A,1,104,24.982149,121.344506,N/A
工廠,龜山分局,68000,68000070,福源里,0,N/A,N/A,湖山街,N/A,180,N/A,N/A,79,N/A,N/A,N/A,1,20,24.98669,121.35036,N/A
私人住宅大樓,龜山分局,68000,68000070,陸光里,0,同心一路,N/A,N/A,N/A,N/A,N/A,N/A,2,1,N/A,N/A,1、2,3325,24.996643,121.331061,N/A
私人住宅大樓,龜山分局,68000,68000070,陸光里,0,陸光路,N/A,N/A,N/A,N/A,N/A,N/A,85,N/A,N/A,N/A,1、2,2439,24.995748,121.330891,N/A
私人住宅大樓,龜山分局,68000,68000070,陸光里,0,陸光路,N/A,N/A,N/A,N/A,N/A,N/A,81,N/A,N/A,N/A,1、2,1168,24.995495,121.331541,N/A
透天,龜山分局,68000,68000070,嶺頂里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,472,N/A,N/A,N/A,1,155,25.002213,121.350166,N/A
工廠,龜山分局,68000,68000070,嶺頂里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,357,N/A,N/A,N/A,1,354,25.001186,121.354695,N/A
私人住宅大樓,龜山分局,68000,68000070,嶺頂里,0,茶專路,N/A,N/A,N/A,N/A,N/A,N/A,22,N/A,N/A,N/A,1,104,24.998399,121.356326,N/A
私人住宅大樓,龜山分局,68000,68000070,嶺頂里,0,振興路,N/A,N/A,N/A,N/A,N/A,N/A,46,N/A,N/A,N/A,1,1045,25.003267,121.350575,N/A
透天,龜山分局,68000,68000070,嶺頂里,0,茶專路,N/A,N/A,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1,399,24.999696,121.355536,N/A
私人住宅大樓,龜山分局,68000,68000070,新路里,0,自強南路,N/A,N/A,N/A,N/A,N/A,N/A,694,N/A,N/A,N/A,1,1252,24.991332,121.333979,N/A
透天,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,170,N/A,N/A,N/A,1,516,24.991564,121.343399,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,313,12,N/A,1,N/A,N/A,N/A,1,597,24.989327,121.346849,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,N/A,N/A,明成街,N/A,N/A,N/A,N/A,19,N/A,N/A,N/A,1,540,24.991402,121.344634,N/A
透天,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,346,N/A,N/A,N/A,1,52,24.987751,121.347864,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,330.332,N/A,N/A,N/A,1,81,24.988599,121.346743,N/A
私人住宅大樓,龜山分局,68000,68000070,新路里,0,明德路,N/A,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,1,1490,24.993489,121.337712,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,明德路,N/A,N/A,N/A,明駝,N/A,N/A,8,N/A,N/A,N/A,1,135,24.992671,121.341015,N/A
銘傳大學(地下停車場A),龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1,1151,24.985384,121.343316,N/A
銘傳大學(地下停車場B),龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1,827,24.985293,121.343596,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,明德路,N/A,N/A,N/A,240,N/A,N/A,6,N/A,N/A,N/A,1,105,24.990796,121.341805,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,77,N/A,N/A,67,N/A,N/A,N/A,1,110,24.989189,121.342555,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,77,N/A,N/A,71,N/A,N/A,N/A,1,134,24.989189,121.342555,N/A
大學之道社區大樓,龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,N/A,N/A,N/A,130,N/A,N/A,N/A,1,211,24.988434,121.343744,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,89,N/A,N/A,81,N/A,N/A,N/A,1,50,24.98957,121.343026,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,238,N/A,N/A,N/A,1、2,1226,24.990183,121.344538,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,2,120,N/A,N/A,1,N/A,N/A,N/A,1,153,24.986552,121.34359,N/A
透天,龜山分局,68000,68000070,嶺頂里,0,萬壽路,N/A,N/A,一,N/A,N/A,N/A,1699,N/A,N/A,N/A,1,111,25.003369,121.366006,N/A
私人住宅大樓,龜山分局,68000,68000070,嶺頂里,0,東萬壽路,N/A,N/A,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,1,1211,25.001221,121.363324,N/A
私人住宅大樓,龜山分局,68000,68000070,新路里,0,明德路,N/A,N/A,N/A,N/A,N/A,N/A,20,N/A,N/A,N/A,1、2、3,422,24.993248,121.337566,N/A
工廠,龜山分局,68000,68000070,兔坑里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,1176,N/A,N/A,N/A,1,73,24.989286,121.365496,N/A
忠恕道院,龜山分局,68000,68000070,兔坑里,0,大棟山路,N/A,N/A,N/A,N/A,N/A,N/A,111,N/A,N/A,N/A,1,38,25.992201,121.373202,N/A
私人住宅大樓,龜山分局,68000,68000070,龜山里,0,自強西路,N/A,N/A,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,1,210,24.996617,121.337885,N/A
工廠,龜山分局,68000,68000070,兔坑里,0,N/A,N/A,茶專一街,N/A,N/A,N/A,N/A,126,N/A,N/A,N/A,1,115,24.996711,121.363716,N/A
私人住宅大樓,龜山分局,68000,68000070,兔坑里,0,茶專路,N/A,N/A,N/A,196,N/A,N/A,1,N/A,N/A,N/A,1,1334,25.000895,121.355852,N/A
透天,龜山分局,68000,68000070,兔坑里,0,N/A,N/A,幸美11街,N/A,N/A,N/A,N/A,13,N/A,N/A,N/A,1,1400,24.995331,121.358055,N/A
私人住宅大樓,龜山分局,68000,68000070,新嶺里,0,N/A,N/A,優美街,N/A,7,N/A,N/A,4,N/A,N/A,N/A,1,1916,25.00016,121.36158,N/A
私人住宅大樓,龜山分局,68000,68000070,新嶺里,0,N/A,N/A,優美街,N/A,54,N/A,N/A,2,N/A,N/A,N/A,1、2、3,5236,24.999119,121.36202,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,自強東路,N/A,N/A,N/A,N/A,N/A,N/A,213,N/A,N/A,N/A,1,154,24.996567,121.344716,N/A
學校 (自強國民小學),龜山分局,68000,68000070,大同里,0,自強東路,N/A,N/A,N/A,N/A,N/A,N/A,269,N/A,N/A,N/A,1,851,24.997537,121.345373,N/A
銘傳財庫社區大樓,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,104,N/A,N/A,11,N/A,N/A,N/A,1,333,24.992851,121.341332,N/A
樂宮璽園社區大樓,龜山分局,68000,68000070,新路里,0,中和南路,N/A,N/A,N/A,N/A,N/A,N/A,189,N/A,N/A,N/A,1,361,24.993502,121.335067,N/A
學校 (新路國小),龜山分局,68000,68000070,新路里,0,N/A,N/A,永和街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1,625,24.995778,121.336292,N/A
銘傳大學(體育館大樓),龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,N/A,N/A,N/A,5,N/A,N/A,N/A,1、2,1410,24.98432,121.342371,N/A
透天,龜山分局,68000,68000070,龜山里,0,長壽路,N/A,N/A,N/A,N/A,N/A,N/A,295,N/A,N/A,N/A,1,514,24.998971,121.338811,N/A
龜山區公所,龜山分局,68000,68000070,新路里,0,N/A,N/A,中山街,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,1,525,24.992406,121.337826,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,583,N/A,N/A,N/A,1、2,1712,25.000005,121.347194,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,萬壽路,N/A,N/A,二,653,N/A,N/A,3,N/A,N/A,N/A,1,1052,25.001699,121.363671,N/A
太子地球村社區大樓,龜山分局,68000,68000070,大同里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,667,N/A,N/A,N/A,1、2,2193,24.998605,121.345287,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,萬壽路,N/A,N/A,二,601,1,N/A,2,N/A,N/A,N/A,1、2,1210,24.994744,121.336743,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,N/A,N/A,明成街,N/A,N/A,N/A,N/A,200,N/A,N/A,N/A,1、2,1123,24.988599,121.348449,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,萬壽路,N/A,N/A,二,601,N/A,N/A,8,N/A,N/A,N/A,1,103,24.997241,121.344187,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,N/A,N/A,明成街,N/A,N/A,N/A,N/A,218,N/A,N/A,N/A,1、2,1123,24.988223,121.348304,N/A
透天,龜山分局,68000,68000070,龜山里,0,自強西路,N/A,N/A,N/A,N/A,N/A,N/A,202,N/A,N/A,N/A,1,211,24.996936,121.333764,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,253,N/A,N/A,N/A,1、2,1027,24.989721,121.344877,N/A
私人住宅大樓,龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,588,N/A,N/A,N/A,1、2,954,25.000973,121.347933,N/A
忠恕道院(道場寶塔),龜山分局,68000,68000070,兔坑里,0,大棟山路,N/A,N/A,N/A,N/A,N/A,N/A,111,N/A,N/A,N/A,1,538,24.991865,121.372283,N/A
私人住宅大樓,龜山分局,68000,68000070,精忠里,0,光峰路,N/A,N/A,N/A,N/A,N/A,N/A,212,1,N/A,N/A,1、2、3,1831,25.004367,121.342757,N/A
私人住宅大樓,龜山分局,68000,68000070,楓樹里,0,光榮路,N/A,N/A,N/A,N/A,N/A,N/A,77,N/A,N/A,N/A,1、2、3,1276,25.008822,121.342178,N/A
壽山高中(停車場A),龜山分局,68000,68000070,龜山里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,23,N/A,N/A,N/A,1,1727,24.994858,121.341326,N/A
學校 (楓樹國民小學),龜山分局,68000,68000070,楓福里,0,光峰路,N/A,N/A,N/A,N/A,N/A,N/A,285,N/A,N/A,N/A,1、2,885,25.006447,121.343253,N/A
壽山高中(停車場B),龜山分局,68000,68000070,龜山里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,23,N/A,N/A,N/A,1,1727,24.99457,121.341114,N/A
冠雲集社區大樓,龜山分局,68000,68000070,龜山里,0,長壽路,N/A,N/A,N/A,269,N/A,N/A,12,N/A,N/A,N/A,1、2、3,884,24.998987,121.339866,N/A
私人住宅大樓,龜山分局,68000,68000070,龜山里,0,自強東路,N/A,N/A,N/A,N/A,N/A,N/A,226,N/A,N/A,N/A,1、2、3,419,24.996872,121.344632,N/A
冠雲集社區大樓,龜山分局,68000,68000070,龜山里,0,長壽路,N/A,N/A,N/A,269,N/A,N/A,13,N/A,5樓,N/A,1、2、3,884,24.998766,121.339792,N/A
工廠 (晟權精密),龜山分局,68000,68000070,嶺頂里,0,茶專路,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,1,1184,25.000567,121.354709,N/A
私人住宅大樓,龜山分局,68000,68000070,龜山里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,890,N/A,N/A,N/A,1,31,24.995888,121.339461,N/A
私人住宅大樓,龜山分局,68000,68000070,楓福里,0,N/A,N/A,楓樹三街,N/A,N/A,N/A,N/A,86,N/A,N/A,N/A,1、2、3,1340,25.005563,121.347271,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,德明路,N/A,N/A,N/A,89,N/A,N/A,68,N/A,N/A,N/A,1,774,24.989157,121.343573,N/A
森麟御社區大樓,龜山分局,68000,68000070,楓樹里,0,光榮路,N/A,N/A,N/A,N/A,N/A,N/A,76,N/A,N/A,N/A,1、2、3,1654,25.008341,121.342725,N/A
龜山第一市民活動中心,龜山分局,68000,68000070,大同里,0,自強東路,N/A,N/A,N/A,27,N/A,N/A,8,N/A,N/A,N/A,1,406,24.994411,121.341881,N/A
工廠,龜山分局,68000,68000070,兔坑里,0,N/A,N/A,茶專二街,N/A,92,N/A,N/A,17,N/A,N/A,N/A,1、2,566,24.992228,121.358694,N/A
私人住宅大樓(護理之家),龜山分局,68000,68000070,楓樹里,0,光榮路,N/A,N/A,N/A,N/A,N/A,N/A,105,N/A,N/A,N/A,1,130,25.010195,121.341576,N/A
私人住宅大樓,龜山分局,68000,68000070,楓福里,0,N/A,N/A,楓樹三街,N/A,N/A,N/A,N/A,39,N/A,N/A,N/A,1、2,1241,25.005188,121.345999,N/A
私人住宅大樓,龜山分局,68000,68000070,楓福里,0,N/A,N/A,楓樹六街,N/A,N/A,N/A,N/A,138,N/A,N/A,N/A,1、2,997,25.003795,121.347319,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,大同路,N/A,N/A,N/A,N/A,N/A,N/A,367,N/A,N/A,N/A,1、2、3,1568,24.98788,121.3484,N/A
私人住宅大樓,龜山分局,68000,68000070,大同里,0,萬壽路,N/A,N/A,二,N/A,N/A,N/A,567,N/A,N/A,N/A,1,591,25.00094,121.3789,N/A
 工廠(美商威德),龜山分局,68000,68000070,新嶺里,0,萬壽路,N/A,N/A,二,601,N/A,N/A,26,N/A,N/A,N/A,1,74,24.99818,121.36573,N/A
學校 (中央警察大學),龜山分局,68000,68000070,大崗里,0,樹人路,N/A,N/A,N/A,N/A,N/A,N/A,56,N/A,N/A,N/A,1,1571,25.04698,121.352082,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文化三路,N/A,N/A,N/A,78,N/A,N/A,11,17,N/A,N/A,1、2,805,25.057861,121.36236,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,N/A,N/A,文三二街,N/A,N/A,N/A,N/A,7,N/A,N/A,N/A,1、2,462,25.056548,121.361471,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文化二路,N/A,N/A,N/A,34,14,N/A,30,N/A,N/A,N/A,1、2、3,756,25.059965,121.364311,N/A
工廠,龜山分局,68000,68000070,大崗里,0,大湖一路,N/A,N/A,N/A,79,N/A,N/A,35,N/A,N/A,N/A,1,1234,25.05511,121.357001,N/A
工廠,龜山分局,68000,68000070,大崗里,0,大湖路,N/A,N/A,N/A,N/A,N/A,N/A,94,N/A,N/A,N/A,1,261,25.05675,121.352533,N/A
口觀天下社區大樓,龜山分局,68000,68000070,大湖里,0,文化三路,N/A,N/A,N/A,N/A,N/A,N/A,61,65,N/A,N/A,1,642,25.059146,121.362964,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文興路,N/A,N/A,N/A,N/A,N/A,N/A,35,N/A,N/A,N/A,1、2,287,25.060155,121.363752,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文化三路,N/A,N/A,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,1,397,25.059402,121.362943,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文興路,N/A,N/A,N/A,N/A,N/A,N/A,46,N/A,N/A,N/A,1,301,25.059425,121.363676,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文興路,N/A,N/A,N/A,N/A,N/A,N/A,57,N/A,N/A,N/A,1,279,25.05955,121.363975,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,N/A,N/A,文二三街,N/A,N/A,N/A,N/A,26,N/A,N/A,N/A,1,230,25.059178,121.36335,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文興路,N/A,N/A,N/A,N/A,N/A,N/A,101,N/A,N/A,N/A,1、2,362,25.058446,121.364745,N/A
翔鳳座社區大樓(A棟),龜山分局,68000,68000070,大湖里,0,N/A,N/A,文三三街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1、2,1137,25.055454,121.359862,N/A
翔鳳座社區大樓(B棟),龜山分局,68000,68000070,大湖里,0,N/A,N/A,文三三街,N/A,N/A,N/A,N/A,12,N/A,N/A,N/A,1,1137,25.055515,121.359536,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,N/A,N/A,文三三街,N/A,20,N/A,N/A,16,N/A,N/A,N/A,1,135,25.055463,121.359169,N/A
大湖鎮寶社區大樓,龜山分局,68000,68000070,大湖里,0,大湖一路,N/A,N/A,N/A,N/A,N/A,N/A,17,N/A,N/A,N/A,1、2,777,25.05655,121.359035,N/A
學校 (中央警察大學),龜山分局,68000,68000070,大崗里,0,樹人路,N/A,N/A,N/A,N/A,N/A,N/A,56,1,N/A,N/A,1、2,2647,25.047201,121.351383,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文興路,N/A,N/A,N/A,N/A,N/A,N/A,78,N/A,N/A,N/A,1、2、3,590,25.058642,121.364319,N/A
私人住宅大樓,龜山分局,68000,68000070,大崗里,0,大湖一路,N/A,N/A,N/A,N/A,N/A,N/A,130,N/A,N/A,N/A,1、2,1386,25.054226,121.356201,N/A
雅致小築社區大樓,龜山分局,68000,68000070,大湖里,0,大湖一路,N/A,N/A,N/A,N/A,N/A,N/A,17,N/A,N/A,N/A,1、2,1178,25.056111,121.359154,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,N/A,N/A,文三三街,N/A,5,N/A,N/A,6,N/A,N/A,N/A,1,444,25.055606,121.36054,N/A
工廠,龜山分局,68000,68000070,大崗里,0,大湖路,N/A,N/A,N/A,N/A,N/A,N/A,99,N/A,N/A,N/A,1,118,25.056216,121.352866,N/A
私人住宅大樓,龜山分局,68000,68000070,公西里,0,文化三路,N/A,N/A,N/A,N/A,N/A,N/A,20,7,N/A,N/A,1、2,728,25.061973,121.361131,N/A
私人住宅大樓,龜山分局,68000,68000070,公西里,0,文化三路,N/A,N/A,N/A,N/A,N/A,N/A,1,36,N/A,N/A,1、2,755,25.061998,121.361832,N/A
私人住宅大樓,龜山分局,68000,68000070,公西里,0,N/A,N/A,復興街,N/A,N/A,N/A,N/A,5,2,N/A,N/A,1,8277,25.061715,121.367547,N/A
私人住宅大樓,龜山分局,68000,68000070,大崗里,0,大湖一路,N/A,N/A,N/A,138,N/A,N/A,86,N/A,四樓,N/A,1、2,4334,25.053835,121.355194,N/A
私人住宅大樓,龜山分局,68000,68000070,公西里,0,文化二路,N/A,N/A,N/A,N/A,N/A,N/A,11,5,N/A,N/A,1、2、3,8723,25.060272,121.365291,N/A
私人住宅大樓,龜山分局,68000,68000070,公西里,0,文化二路,N/A,N/A,N/A,N/A,N/A,N/A,11,39,N/A,N/A,1、2、3,691,25.060826,121.364896,N/A
私人住宅大樓,龜山分局,68000,68000070,大崗里,0,大湖一路,N/A,N/A,N/A,138,N/A,N/A,39,N/A,N/A,N/A,1、2,1054,25.054367,121.35525,N/A
私人住宅大樓,龜山分局,68000,68000070,大湖里,0,文化三路,N/A,N/A,N/A,N/A,N/A,N/A,51,N/A,5樓,N/A,1、2,1136,25.059609,121.362638,N/A
九揚華典社區大樓,龜山分局,68000,68000070,大湖里,0,復興ㄧ路,N/A,N/A,N/A,N/A,N/A,N/A,221,N/A,N/A,N/A,1、2、3、4,378,25.05812,121.364951,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,472,N/A,N/A,N/A,1,27,25.042524,121.299284,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,505,N/A,N/A,N/A,1,58,25.043125,121.29841,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,362,N/A,N/A,N/A,1,512,25.040793,121.3002,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,467,N/A,N/A,N/A,1,25,25.042701,121.298925,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,459,N/A,N/A,N/A,1,43,25.04251,121.299178,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,468,N/A,N/A,N/A,1,928,25.043305,121.299917,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,386,N/A,N/A,N/A,1,542,25.041341,121.299953,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,長春,N/A,N/A,1,N/A,N/A,N/A,1,20,25.042674,121.298605,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,541,N/A,N/A,N/A,1,28,25.043825,121.297736,N/A
私人住宅大樓,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,530,N/A,N/A,N/A,1、2、3,3996,25.044086,121.297974,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,54,2,N/A,17,N/A,N/A,N/A,1,73,25.034027,121.304974,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,101,N/A,N/A,N/A,1,15,25.033795,121.30251,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,40,2,N/A,N/A,1、2,5809,25.032455,121.305326,N/A
"台灣中油股份有限公司
煉製事業部桃園煉油廠",龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,50,N/A,N/A,N/A,1,1348,25.033436,121.305917,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,42,N/A,N/A,N/A,1、2,491,25.031831,121.304185,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,164,N/A,N/A,N/A,1,220,25.035258,121.30235,N/A
工廠(生技公司A棟),龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,54,N/A,N/A,11,N/A,N/A,N/A,1,136,25.033965,121.303381,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,206,N/A,N/A,N/A,1,933,25.036686,121.302001,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,199,N/A,N/A,N/A,1,98,25.035953,121.301724,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,166,N/A,N/A,40,N/A,N/A,N/A,1,36,25.035948,121.303274,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,111,N/A,N/A,N/A,1,26,25.0342,121.302586,N/A
透天,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,133,N/A,N/A,N/A,1,2,25.034916,121.30214,N/A
"台灣中油股份有限公司
煉製事業部桃園煉油廠",龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,50,N/A,N/A,N/A,1,575,25.033632,121.306002,N/A
工廠,龜山分局,68000,68000070,南上里,0,民生北路,N/A,N/A,一,N/A,N/A,N/A,38,N/A,N/A,N/A,1,877,25.031588,121.304164,N/A
透天,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,520,6,N/A,18,N/A,N/A,N/A,1,17,25.044733,121.306677,N/A
透天,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,400,N/A,N/A,2,N/A,N/A,N/A,1,85,25.045118,121.304421,N/A
工廠,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,520,6,N/A,6,N/A,N/A,N/A,1,17,25.04484,121.30696,N/A
工廠,龜山分局,68000,68000070,南美里,0,南上路,N/A,N/A,N/A,350,N/A,N/A,57,N/A,N/A,N/A,1,942,25.043352,121.303663,N/A
透天,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,520,28,N/A,6,N/A,N/A,N/A,1,1041,25.044071,121.307045,N/A
工廠,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,520,6,N/A,34,N/A,N/A,N/A,1,236,25.044366,121.306063,N/A
透天,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,566,N/A,N/A,36,N/A,N/A,N/A,1,124,25.044804,121.309551,N/A
工廠,龜山分局,68000,68000070,大坑里,0,南上路,N/A,N/A,N/A,N/A,N/A,N/A,455,N/A,N/A,N/A,1,286,25.045429,121.305693,N/A
